text,intent
does boise have any good indian restaurants,145
stop,147
what was the last thing i purchased,68
i'm famished so give me some places to eat!,145
where is the nearest walmart,72
can you report credit card fraud for me,70
when do the utah jazz play next,42
i need you to speak faster,119
what's a good restaurant nearby,145
do you have any information on how to open a new credit card,91
i want you to skip past this song to the next track,118
"i need you to order some more lysol for me,please",16
what did i spend at target on my barclays card last month,68
are androids expensive,42
how do you make blackberry pie,104
can you look for a denver international to new york international round trip flight for the 5th though 8th,63
i would like to alter my insurance plan,64
look up the type of gas needed for this vehicle,8
is it possible to book a room at the taco bell for reavers at 3,23
help me find a roundtrip flight for may 7th through the 20th from pittsburgh to chicago,63
make a reservation for 2 tonight at 7:00 at outback steakhouse,23
where can i go to have my tires checked out,131
stop talking please,147
would it be safe to go to columbia,128
i need to know about travel alerts for mexico,128
is my vacation approved,101
what is the name of this song,21
what's the song that we are listening at this moment,21
what are common illnesses i should be vaccinated against when leaving the united states,52
are there any meetings between 2 and 5 pm,19
what's the current psi for my tires,98
i'd like to confirm that i have a reservation at red robin for josh,85
tell me the month that my credit card will expire,44
pull up the map and show my location,136
what hobbies do you like to do,15
remember to play the next number on this particular playlist,118
text my wife and tell her i'm divorcing her,26
would you please tell me today's date,95
will you help me reserve a rental car for my trip to dallas,40
i really need to jump start my car,17
refer to me as nick,144
i want to report my damaged card i accidentally cut it up thinking it was my expired card,87
how soon until my tires will need to be changed,47
where do people go to eat in this town,145
find out if la tour d'argent in paris takes reservations,9
send a text to someone,26
will you make sure ann and scott know my location,58
please stop it,147
can you locate my phone,81
i need to increase my credit limit,109
what are your favorite hobbies,15
what's the time in tokyo,4
"if i were mongolian, how would i say that i am a tourist",61
"i need more cat food, please order some",16
tell me when i should change me oil,123
tell me when my next paycheck will arrive,79
i am out of ice cream so will you order me some more,16
please start using female voice,51
please add the immigrant song by led zeppelin to my playlist,141
please locate my phone,81
i did not hear you,13
add color to the black and white photos,42
i need to obtain and uber,39
does denver reside in the eastern timezones,66
can i use my points to pay my credit card,6
go to whisper mode for one hour,14
can you put a block on my visa account right away,20
when was my last maintenance on my car in the shop,37
is it possible to increase the limit on my visa,109
what's the credit limit on my discovery card,41
i wanna know if my capital one credit card have international transaction fees,137
what things do you do for fun,15
what name do you have listed for me,11
what types of things are you able to do,115
see you around,114
how can i switch the pin on my wells fargo account to 9982,89
tell me when my flight is scheduled to start boarding,80
did you hear back about my day off request,101
tell me how i should cash in my rewards for my citibank card,6
