text,intent_name,umap_x,umap_y
do you know any fun facts about the ocean,fun_fact,10.966727,13.348334
what is there to do in craberra,travel_suggestion,13.211053,15.621906
can you switch off,cancel,10.7738085,-3.7724946
how long will eggs last in the fridge,food_last,0.77048403,16.42343
i really must know when should i get my oil changed next,oil_change_when,-4.4419684,5.492699
diy oil change and oil type,oil_change_how,-2.6708179,-3.7997832
go ahead and close the reservation,cancel_reservation,11.079125,4.528144
please delete the reservation for 3 people at outback,cancel_reservation,11.094178,4.7193527
when will i need to change my oil again,oil_change_when,-4.4044194,6.1149273
"is the meatloaf still good to eat, i've had it in the refrigerator since last monday",food_last,0.071364366,15.832787
make the volume set to 4,change_volume,6.378464,-9.56038
teach me how to change my oil,oil_change_how,-2.0247333,-3.4403007
add staff meeting to my calendar for march 1 at 10:00 in the morning,calendar_update,18.84233,5.132476
volume set to 4,change_volume,6.3794575,-9.626351
tell me something funny about cats,tell_joke,9.909904,12.392865
i need to cancel my dinner reservation,cancel_reservation,12.218982,4.4500566
about how long before i need another oil change,oil_change_when,-3.9187474,6.077252
how long can i expect to keep steak in the freezer,food_last,-0.513069,16.043976
i want to know all about trivia for the office,fun_fact,10.284419,13.39691
turn off whisper mode,whisper_mode,12.362607,-8.637843
tell me how long i ought to spend preparing fajitas,cook_time,-1.112199,17.148823
how long do the brownies have to cook,cook_time,-1.9586595,16.549538
how do i go to whisper mode,whisper_mode,11.848522,-8.584216
can you cancel,cancel,11.201163,-3.7915092
i'd like to cancel my reservation for 5 at hoss's steak house,cancel_reservation,11.526759,3.9226685
oops cancel that,cancel,11.213779,-3.9156628
i'd like to cancel the party of 7 we reserved at the olive garden,cancel_reservation,11.891301,4.4110665
repeat that fun fact about mt everest,fun_fact,11.50251,13.266003
i would like to hear a funny joke,tell_joke,9.035972,10.795343
cancel my reservation for dinner,cancel_reservation,12.183952,4.4132624
make sure to add to my calendar the staff meeting for march 1 at 10 am,calendar_update,18.743153,5.2220507
list some neat stuff about rats,fun_fact,9.96028,12.206243
tell me a joke about cats,tell_joke,9.880788,12.342314
should i cook this for a long time,cook_time,-1.2600971,17.171658
change from whisper mode,whisper_mode,12.130588,-8.134884
i want to learn something about apples,fun_fact,0.31222504,14.575958
i must add farm trip to my calendar for friday,calendar_update,16.572512,4.737737
tell me about something some trivia,fun_fact,10.219945,13.492502
what's an interesting fact about flamingos,fun_fact,10.85688,12.789142
when does my oil need to be changed,oil_change_when,-4.6327667,6.0734935
when do you think i ought to change the oil in my car next,oil_change_when,-4.671347,5.480143
undo this process,cancel,11.320885,-3.5841734
give me instructions to change my oil,oil_change_how,-1.9555562,-3.8587432
are there any fun tourist activities in australia,travel_suggestion,12.840204,15.862475
"i want to know how to change oil, tell me the steps one at a time while i work through it",oil_change_how,-2.1009266,-3.7073264
suggest some things for me to do while i am in los angeles,travel_suggestion,13.065528,15.623843
let's hear a joke!,tell_joke,9.145869,10.6058035
tell me what is on my calendar for april 1,calendar,18.80069,6.117821
what's a fun fact about eggs,fun_fact,11.043942,12.785511
how do i change a car's oil,oil_change_how,-2.7350547,-2.7124388
how do i change my car oil,oil_change_how,-2.7946184,-2.718377
please cancel the input,cancel,11.372141,-3.601821
i want to hear doctor jokes,tell_joke,8.612973,10.853963
ribs can stay in the fridge for how long before they turn,food_last,-0.9006191,15.62715
stop talking you are annoying,cancel,9.485567,-4.3450837
i want to hear an interesting fact about dinosaurs,fun_fact,10.489156,12.709892
can you increase the speaker volume please,change_volume,8.894174,-7.8091307
where can i find a page showing my how to change my oil,oil_change_how,-2.2246568,-4.0114994
can you tell me how to change my car's oil,oil_change_how,-2.6108747,-2.8082716
what are some suggestions for places to travel,travel_suggestion,13.425628,16.989515
can you change the date of the doctor's appointment event in my calendar from april 1 to april 3rd,calendar_update,19.446453,4.646534
is rice bad after 3 days in fridge,food_last,0.56089294,15.644843
how long is pork good in the fridge,food_last,-1.1657891,15.707698
where do you suggest i plan my next vacation,travel_suggestion,13.450266,17.012327
what's fun to do in thailand,travel_suggestion,12.852679,16.351917
can you cancel my 5:30 pm table reservation at parc,cancel_reservation,11.311417,4.2603035
do i have my nephew's birthday marked for november 10th,calendar,18.048346,5.7609754
how long does this dish need to be in the oven,cook_time,-1.4321991,16.780472
increase volume to 4,change_volume,6.111201,-9.205065
give me the length of time that i can leave milk in my fridge,food_last,-0.1327022,14.349006
tell me some fun activities to do in oklahoma city,travel_suggestion,13.350814,15.44471
can you tell me when i should change my oil,oil_change_when,-4.469495,5.5746984
i want to learn to change oil,oil_change_how,-1.9081393,-3.4263425
what's a fun fact about mythology,fun_fact,10.932137,12.811912
be more quiet,change_volume,9.855395,-6.9282646
turn up your speaker volume,change_volume,8.508062,-7.7388043
cancel action,cancel,11.12214,-3.515551
how often should the oil get changed,oil_change_when,-4.534547,6.6426997
"i would like to find a list of cool things recommended for tourists in copenhagen, denmark",travel_suggestion,12.972877,16.242365
stop the process happening now,cancel,10.9509,-2.8678684
i have a reservation at pizza hut under the name leia roberts and i want to cancel it,cancel_reservation,11.796694,4.4141865
clear my calendar on feb 28,calendar_update,18.129848,4.542343
add a doctor's appointment to my calendar for friday,calendar_update,19.41202,4.728541
please lower the sound,change_volume,8.584276,-7.203984
what's the shelf life of guacamole in the fridge,food_last,-0.33040056,15.559004
i need to know what is currently on my calendar for friday the 1st,calendar,17.617138,6.513337
could you increase the speaker volume please,change_volume,8.878971,-7.865123
clear my entire schedule for april 1,calendar_update,18.328112,4.8411536
i want your setting adjusted to whisper voice now,whisper_mode,11.745245,-7.978306
i need a good joke about office parties,tell_joke,8.722944,11.056731
tell me a joke about politicians,tell_joke,8.820526,11.11463
give me some ideas on what i can do in seattle for fun,travel_suggestion,12.991768,15.385527
i want you to be in whisper mode now because i am in the library,whisper_mode,11.655795,-8.640449
"sorry, you can actually stop that",cancel,10.266926,-3.7986326
i can't remember if i added the fun run to my calendar yet; did i,calendar,18.269201,5.7936096
is anything happening on march 4th 2019,calendar,18.977432,6.1754007
quit the current action please,cancel,10.746121,-3.3587685
how long can i keep avocados in the fridge before they go bad,food_last,-0.4369083,15.524424
shh please speak with a whisper,whisper_mode,11.083032,-7.3373194
is it time for an oil change,oil_change_when,-4.8037257,5.3851976
the sound is too low,change_volume,8.620108,-7.3098135
please remove lunch with sally that is on my calendar on tuesday the 8th,calendar_update,17.007355,5.3879523
please lower your volume,change_volume,8.513432,-7.0937424
how long can i go before changing my oil,oil_change_when,-3.8791447,6.0973125
"nevermind, cancel that",cancel,11.198462,-3.9636493
what do i have scheduled for march 2,calendar,18.732273,6.1763787
can you tell me a joke about a lawyer,tell_joke,8.678368,10.891619
the reservation i made is not required anymore,cancel_reservation,10.845623,5.095022
teach me how to change the oil in my vehicle,oil_change_how,-2.0332448,-3.221238
when should i take an apple pie out,cook_time,-1.3677092,16.416723
undo my reservation for 5 at the loft,cancel_reservation,11.305272,3.674747
